No.,Time (s),Cumulative Volume (mL),Individual Volume (per 5 s),Average Individual Volume (per 5 s),Actual Flux,,Membrane Pore Size
144,720,128.46,0.82,0.81,0.042094858,,
145,725,129.26,0.8,0.814,0.042302734,,
146,730,130.07,0.81,0.81,0.042094858,,
147,735,130.89,0.82,0.806,0.041886983,,
148,740,131.69,0.8,0.81,0.042094858,,
149,745,132.49,0.8,0.808,0.04199092,,
150,750,133.31,0.82,0.804,0.041783045,,
151,755,134.11,0.8,0.808,0.04199092,,
152,760,134.91,0.8,0.806,0.041886983,,
153,765,135.73,0.82,0.802,0.041679107,,
154,770,136.52,0.79,0.804,0.041783045,,
155,775,137.32,0.8,0.802,0.041679107,,
156,780,138.13,0.81,0.8,0.041575169,,
157,785,138.92,0.79,0.802,0.041679107,,
158,790,139.73,0.81,0.804,0.041783045,,
159,795,140.53,0.8,0.8,0.041575169,,
160,800,141.34,0.81,0.802,0.041679107,,
161,805,142.13,0.79,0.8,0.041575169,,
162,810,142.93,0.8,0.798,0.041471231,,
163,815,143.73,0.8,0.796,0.041367293,,
164,820,144.52,0.79,0.798,0.041471231,,
165,825,145.32,0.8,0.794,0.041263355,,
166,830,146.12,0.8,0.792,0.041159417,,
167,835,146.9,0.78,0.796,0.041367293,,
168,840,147.69,0.79,0.79,0.041055479,,
169,845,148.5,0.81,0.79,0.041055479,,
170,850,149.27,0.77,0.792,0.041159417,,
171,855,150.07,0.8,0.79,0.041055479,,
172,860,150.86,0.79,0.786,0.040847603,,
173,865,151.64,0.78,0.79,0.041055479,,
174,870,152.43,0.79,0.788,0.040951541,,
175,875,153.22,0.79,0.786,0.040847603,,
176,880,154.01,0.79,0.788,0.040951541,,
177,885,154.79,0.78,0.786,0.040847603,,
178,890,155.58,0.79,0.784,0.040743665,,
179,895,156.36,0.78,0.784,0.040743665,,
180,900,157.14,0.78,0.786,0.040847603,,
181,905,157.93,0.79,0.78,0.04053579,,
182,910,158.72,0.79,0.782,0.040639728,,
183,915,159.48,0.76,0.784,0.040743665,,
184,920,160.27,0.79,0.778,0.040431852,,
185,925,161.06,0.79,0.778,0.040431852,,
186,930,161.82,0.76,0.782,0.040639728,,
187,935,162.61,0.79,0.782,0.040639728,,
188,940,163.39,0.78,0.782,0.040639728,,
189,945,164.18,0.79,0.782,0.040639728,,
190,950,164.97,0.79,0.778,0.040431852,,
191,955,165.73,0.76,0.778,0.040431852,,
192,960,166.5,0.77,0.774,0.040223976,,
193,965,167.28,0.78,0.772,0.040120038,,
194,970,168.05,0.77,0.774,0.040223976,,
195,975,168.83,0.78,0.772,0.040120038,,
196,980,169.6,0.77,0.772,0.040120038,,
197,985,170.36,0.76,0.774,0.040223976,,
198,990,171.14,0.78,0.772,0.040120038,,
199,995,171.92,0.78,0.77,0.0400161,,
200,1000,172.69,0.77,0.772,0.040120038,,
201,1005,173.45,0.76,0.77,0.0400161,,
202,1010,174.22,0.77,0.764,0.039704286,,
203,1015,174.99,0.77,0.766,0.039808224,,
204,1020,175.74,0.75,0.768,0.039912162,,
205,1025,176.52,0.78,0.768,0.039912162,,
206,1030,177.29,0.77,0.764,0.039704286,,
207,1035,178.06,0.77,0.766,0.039808224,,
208,1040,178.81,0.75,0.76,0.03949641,,
209,1045,179.57,0.76,0.756,0.039288535,,
210,1050,180.32,0.75,0.748,0.038872783,,
211,1055,181.07,0.75,0.756,0.039288535,,
212,1060,181.8,0.73,0.752,0.039080659,,
213,1065,182.59,0.79,0.754,0.039184597,,
214,1070,183.33,0.74,0.754,0.039184597,,
215,1075,184.09,0.76,0.756,0.039288535,,
216,1080,184.84,0.75,0.748,0.038872783,,
217,1085,185.58,0.74,0.75,0.038976721,,
218,1090,186.33,0.75,0.746,0.038768845,,
219,1095,187.08,0.75,0.748,0.038872783,,
220,1100,187.82,0.74,0.75,0.038976721,,
221,1105,188.58,0.76,0.744,0.038664907,,
222,1110,189.33,0.75,0.744,0.038664907,,
223,1115,190.05,0.72,0.746,0.038768845,,
224,1120,190.8,0.75,0.746,0.038768845,,
225,1125,191.55,0.75,0.746,0.038768845,,
226,1130,192.31,0.76,0.748,0.038872783,,
227,1135,193.06,0.75,0.746,0.038768845,,
228,1140,193.79,0.73,0.746,0.038768845,,
229,1145,194.53,0.74,0.742,0.038560969,,
230,1150,195.28,0.75,0.74,0.038457031,,
231,1155,196.02,0.74,0.744,0.038664907,,
232,1160,196.76,0.74,0.742,0.038560969,,
233,1165,197.51,0.75,0.74,0.038457031,,
234,1170,198.24,0.73,0.738,0.038353093,,
235,1175,198.98,0.74,0.74,0.038457031,,
236,1180,199.71,0.73,0.736,0.038249155,,
237,1185,200.46,0.75,0.738,0.038353093,,
238,1190,201.19,0.73,0.74,0.038457031,,
239,1195,201.93,0.74,0.74,0.038457031,,
240,1200,202.68,0.75,0.738,0.038353093,,
241,1205,203.41,0.73,0.74,0.038457031,,
242,1210,204.15,0.74,0.736,0.038249155,,
243,1215,204.89,0.74,0.734,0.038145217,,
244,1220,205.61,0.72,0.736,0.038249155,,
245,1225,206.35,0.74,0.734,0.038145217,,
246,1230,207.09,0.74,0.734,0.038145217,,
247,1235,207.82,0.73,0.736,0.038249155,,
248,1240,208.56,0.74,0.732,0.038041279,,
249,1245,209.29,0.73,0.732,0.038041279,,
250,1250,210.01,0.72,0.732,0.038041279,,
251,1255,210.75,0.74,0.726,0.037729466,,
252,1260,211.48,0.73,0.726,0.037729466,,
253,1265,212.19,0.71,0.73,0.037937342,,
254,1270,212.92,0.73,0.73,0.037937342,,
255,1275,213.66,0.74,0.73,0.037937342,,
256,1280,214.4,0.74,0.728,0.037833404,,
257,1285,215.13,0.73,0.728,0.037833404,,
258,1290,215.83,0.7,0.726,0.037729466,,
259,1295,216.56,0.73,0.724,0.037625528,,
260,1300,217.29,0.73,0.722,0.03752159,,
261,1305,218.02,0.73,0.73,0.037937342,,
262,1310,218.74,0.72,0.726,0.037729466,,
263,1315,219.48,0.74,0.728,0.037833404,,
264,1320,220.19,0.71,0.724,0.037625528,,
265,1325,220.93,0.74,0.72,0.037417652,,
266,1330,221.64,0.71,0.718,0.037313714,,
267,1335,222.34,0.7,0.722,0.03752159,,
268,1340,223.07,0.73,0.714,0.037105838,,
269,1345,223.8,0.73,0.714,0.037105838,,
270,1350,224.5,0.7,0.72,0.037417652,,
271,1355,225.21,0.71,0.714,0.037105838,,
272,1360,225.94,0.73,0.712,0.0370019,,
273,1365,226.64,0.7,0.716,0.037209776,,
274,1370,227.36,0.72,0.73,0.037937342,,
275,1375,228.08,0.72,0.728,0.037833404,,
276,1380,228.86,0.78,0.732,0.038041279,,
277,1385,229.58,0.72,0.728,0.037833404,,
278,1390,230.3,0.72,0.728,0.037833404,,
279,1395,231,0.7,0.716,0.037209776,,
280,1400,231.72,0.72,0.714,0.037105838,,
281,1405,232.44,0.72,0.71,0.036897962,,
282,1410,233.15,0.71,0.714,0.037105838,,
283,1415,233.85,0.7,0.714,0.037105838,,
284,1420,234.57,0.72,0.708,0.036794024,,
285,1425,235.29,0.72,0.712,0.0370019,,
286,1430,235.98,0.69,0.712,0.0370019,,
287,1435,236.71,0.73,0.71,0.036897962,,
288,1440,237.41,0.7,0.71,0.036897962,,
289,1445,238.12,0.71,0.714,0.037105838,,
290,1450,238.84,0.72,0.712,0.0370019,,
291,1455,239.55,0.71,0.712,0.0370019,,
292,1460,240.27,0.72,0.714,0.037105838,,
293,1465,240.97,0.7,0.714,0.037105838,,
294,1470,241.69,0.72,0.712,0.0370019,,
295,1475,242.41,0.72,0.708,0.036794024,,
296,1480,243.11,0.7,0.712,0.0370019,,
297,1485,243.81,0.7,0.706,0.036690086,,
298,1490,244.53,0.72,0.706,0.036690086,,
299,1495,245.22,0.69,0.708,0.036794024,,
300,1500,245.94,0.72,0.706,0.036690086,,
301,1505,246.65,0.71,0.706,0.036690086,,
302,1510,247.34,0.69,0.71,0.036897962,,
303,1515,248.06,0.72,0.708,0.036794024,,
304,1520,248.77,0.71,0.706,0.036690086,,
305,1525,249.48,0.71,0.708,0.036794024,,
306,1530,250.18,0.7,0.708,0.036794024,,
307,1535,250.88,0.7,0.704,0.036586149,,
308,1540,251.6,0.72,0.702,0.036482211,,
309,1545,252.29,0.69,0.7,0.036378273,,
310,1550,252.99,0.7,0.702,0.036482211,,
311,1555,253.68,0.69,0.696,0.036170397,,
312,1560,254.39,0.71,0.7,0.036378273,,
313,1565,255.08,0.69,0.698,0.036274335,,
314,1570,255.79,0.71,0.7,0.036378273,,
315,1575,256.48,0.69,0.698,0.036274335,,
316,1580,257.18,0.7,0.704,0.036586149,,
317,1585,257.88,0.7,0.696,0.036170397,,
318,1590,258.6,0.72,0.7,0.036378273,,
319,1595,259.27,0.67,0.702,0.036482211,,
320,1600,259.98,0.71,0.698,0.036274335,,
321,1605,260.69,0.71,0.694,0.036066459,,
322,1610,261.37,0.68,0.698,0.036274335,,
323,1615,262.07,0.7,0.696,0.036170397,,
324,1620,262.76,0.69,0.692,0.035962521,,
325,1625,263.46,0.7,0.696,0.036170397,,
326,1630,264.15,0.69,0.696,0.036170397,,
327,1635,264.85,0.7,0.696,0.036170397,,
328,1640,265.55,0.7,0.696,0.036170397,,
329,1645,266.24,0.69,0.698,0.036274335,,
330,1650,266.94,0.7,0.694,0.036066459,,
331,1655,267.64,0.7,0.694,0.036066459,,
332,1660,268.32,0.68,0.694,0.036066459,,
333,1665,269.02,0.7,0.692,0.035962521,,
334,1670,269.71,0.69,0.688,0.035754645,,
335,1675,270.4,0.69,0.69,0.035858583,,
336,1680,271.08,0.68,0.688,0.035754645,,
337,1685,271.77,0.69,0.686,0.035650707,,
338,1690,272.46,0.69,0.688,0.035754645,,
339,1695,273.14,0.68,0.688,0.035754645,,
340,1700,273.84,0.7,0.686,0.035650707,,
341,1705,274.52,0.68,0.686,0.035650707,,
342,1710,275.2,0.68,0.69,0.035858583,,
343,1715,275.89,0.69,0.688,0.035754645,,
344,1720,276.59,0.7,0.69,0.035858583,,
345,1725,277.28,0.69,0.69,0.035858583,,
346,1730,277.97,0.69,0.692,0.035962521,,
347,1735,278.65,0.68,0.684,0.035546769,,
348,1740,279.35,0.7,0.684,0.035546769,,
349,1745,280.01,0.66,0.684,0.035546769,,
350,1750,280.7,0.69,0.68,0.035338893,,
351,1755,281.39,0.69,0.68,0.035338893,,
352,1760,282.05,0.66,0.688,0.035754645,,
353,1765,282.75,0.7,0.688,0.035754645,,
354,1770,283.45,0.7,0.682,0.035442831,,
355,1775,284.14,0.69,0.688,0.035754645,,
356,1780,284.8,0.66,0.686,0.035650707,,
357,1785,285.49,0.69,0.678,0.035234956,,
358,1790,286.18,0.69,0.678,0.035234956,,
359,1795,286.84,0.66,0.684,0.035546769,,
360,1800,287.53,0.69,0.682,0.035442831,,
361,1805,288.22,0.69,0.676,0.035131018,,
362,1810,288.9,0.68,0.684,0.035546769,,
363,1815,289.56,0.66,0.682,0.035442831,,
364,1820,290.26,0.7,0.68,0.035338893,,
365,1825,290.94,0.68,0.674,0.03502708,,
366,1830,291.62,0.68,0.666,0.034611328,,
367,1835,292.27,0.65,0.644,0.033468011,,
368,1840,292.89,0.62,0.616,0.03201288,,
